keywords,frequency,total_score,avg_intensity,classification
안정성,1,11.50193034893486,5.0,Major Strength
재미있는 변화,1,11.50193034893486,5.0,Major Strength
무료 뽑기 이벤트,1,11.50193034893486,5.0,Major Strength
비스트인 쉐밀이,1,11.50193034893486,5.0,Major Strength
운이 좋은 캐릭터 획득,1,11.50193034893486,5.0,Major Strength
과금 없이도 높은 등수,1,11.50193034893486,5.0,Major Strength
비스트 선택권,1,11.50193034893486,5.0,Major Strength
완벽한 스토리 전개,1,11.50193034893486,5.0,Major Strength
즉각적인 재미,1,11.50193034893486,5.0,Major Strength
연결된 스토리,1,11.50193034893486,5.0,Major Strength
영원한 설탕 쿠키,1,11.50193034893486,5.0,Major Strength
잘 만들어진 그래픽과 스토리,1,11.50193034893486,5.0,Major Strength
잘 만들어진 스토리,1,11.50193034893486,5.0,Major Strength
디펜스 느낌,1,11.50193034893486,5.0,Major Strength
직관적인 UI,1,11.50193034893486,5.0,Major Strength
레전드급 업데이트,1,11.50193034893486,5.0,Major Strength
레전더리 캐릭터에 대한 기대,1,11.50193034893486,5.0,Major Strength
재미있는 쿠키 디자인,1,11.50193034893486,5.0,Major Strength
피니시,1,11.50193034893486,5.0,Major Strength
배틀 시스템,1,11.50193034893486,5.0,Major Strength
자주 업데이트되는 이벤트,1,11.50193034893486,5.0,Major Strength
최고의 퀄리티,1,11.50193034893486,5.0,Major Strength
미스틱플라워 비스트,1,11.50193034893486,5.0,Major Strength
여러 쿠키,1,11.50193034893486,5.0,Major Strength
많은 보상과 다양한 콘텐츠,1,11.50193034893486,5.0,Major Strength
무과금으로 얻는 좋은 쿠키,1,11.50193034893486,5.0,Major Strength
시크릿 가든,1,11.50193034893486,5.0,Major Strength
뽑기할 때 두근거림,1,11.50193034893486,5.0,Major Strength
다양한 구성과 재미,1,11.50193034893486,5.0,Major Strength
각성 쿠키 뽑기의 즐거움,1,11.50193034893486,5.0,Major Strength
유튜브 가이드 추천,1,11.50193034893486,5.0,Major Strength
재미있는 쿠키들,1,11.50193034893486,5.0,Major Strength
중독성 있는 쿠키 수집,1,11.50193034893486,5.0,Major Strength
엄청난 보상,1,11.50193034893486,5.0,Major Strength
쉬운 이해,1,11.50193034893486,5.0,Major Strength
잘 나오는 캐릭터,1,11.50193034893486,5.0,Major Strength
기술 사용의 쾌감,1,11.50193034893486,5.0,Major Strength
무과금으로도 가능한 보상,1,11.50193034893486,5.0,Major Strength
복구선물,1,11.50193034893486,5.0,Major Strength
몬스터를 잡는 재미,1,11.50193034893486,5.0,Major Strength
현질 거의 필요 없음,1,11.50193034893486,5.0,Major Strength
다양한 쿠키 개성,1,11.50193034893486,5.0,Major Strength
친절한 제작진,1,11.50193034893486,5.0,Major Strength
다양한 쿠키 맛,1,11.50193034893486,5.0,Major Strength
아주 재미있고 할만한 게임,1,11.50193034893486,5.0,Major Strength
편리한 한국어 번역,1,11.50193034893486,5.0,Major Strength
무과금 유저를 위한 배려,1,11.50193034893486,5.0,Major Strength
복귀유저를 위한 혜자 이벤트,1,11.50193034893486,5.0,Major Strength
복귀자 보상,1,11.50193034893486,5.0,Major Strength
아름다운 신규 쿠키,1,11.50193034893486,5.0,Major Strength
적들이 몰리는 재미,1,11.50193034893486,5.0,Major Strength
제 스타일의 스토리,1,11.50193034893486,5.0,Major Strength
캐릭터 디자인이 뛰어나다,1,11.50193034893486,5.0,Major Strength
시간이 잘 가는 게임,1,11.50193034893486,5.0,Major Strength
세릴과 퓨바 스킨,1,11.50193034893486,5.0,Major Strength
다양한 아레나와 레이드,1,11.50193034893486,5.0,Major Strength
부드러운 움직임,1,11.50193034893486,5.0,Major Strength
BEAST 등급 쿠키의 매력,1,11.50193034893486,5.0,Major Strength
홀리베리 각성퓨바,1,11.50193034893486,5.0,Major Strength
힐링되는 집 꾸미기,1,11.50193034893486,5.0,Major Strength
전투와 아레나 대결,1,11.50193034893486,5.0,Major Strength
풍성한 선물,1,11.50193034893486,5.0,Major Strength
몰입감 있는 월드 탐험,1,11.50193034893486,5.0,Major Strength
무가금으로도 가능,1,11.50193034893486,5.0,Major Strength
인생의 이유가 되어주는 게임,1,11.50193034893486,5.0,Major Strength
인기 있는 캐릭터,1,11.50193034893486,5.0,Major Strength
보상이 푸짐함,1,11.50193034893486,5.0,Major Strength
친근한 쿠키,1,11.50193034893486,5.0,Major Strength
다양한 월드,1,11.50193034893486,5.0,Major Strength
보상이 있는 미션,1,11.50193034893486,5.0,Major Strength
부드러운 프레임,1,11.50193034893486,5.0,Major Strength
아기자기한 캐릭터,1,11.50193034893486,5.0,Major Strength
쿠키뽑는 재미,1,11.50193034893486,5.0,Major Strength
크리티컬,1,11.50193034893486,5.0,Major Strength
정성 느껴지는 스토리,1,11.586141868668328,5.0,Major Strength
매력적인 캐릭터 쉐밀이,1,11.586141868668328,5.0,Major Strength
신규 유저가 들어와서 재미를 느끼는 환경,1,11.586141868668328,5.0,Major Strength
오랫동안 즐길 수 있음,1,11.586141868668328,5.0,Major Strength
다양한 드래곤 쿠키,1,11.586141868668328,5.0,Major Strength
운 좋으면 좋은 쿠키,1,11.586141868668328,5.0,Major Strength
밤샐 정도로 재미있음,1,11.586141868668328,5.0,Major Strength
시작하자마자 커터 100개 지급,1,11.586141868668328,5.0,Major Strength
중독성 있는 뽑기,1,11.586141868668328,5.0,Major Strength
비스트 탐험,1,11.586141868668328,5.0,Major Strength
재미있게 게임을 할 수 있음,1,11.586141868668328,5.0,Major Strength
애니메이션 캐릭터,1,11.586141868668328,5.0,Major Strength
재미있는 승급 시스템,1,11.586141868668328,5.0,Major Strength
업데이트마다 행복,1,11.586141868668328,5.0,Major Strength
보상도 많이 뿌리고,1,11.586141868668328,5.0,Major Strength
성우들의 뛰어난 연기력,1,11.586141868668328,5.0,Major Strength
푸짐한 쿠폰 보상,1,11.586141868668328,5.0,Major Strength
보상받는 맛,1,11.586141868668328,5.0,Major Strength
임팩트 있는 캐릭터,1,11.586141868668328,5.0,Major Strength
정든 게임,1,11.586141868668328,5.0,Major Strength
강력한 쿠키,1,11.586141868668328,5.0,Major Strength
캐릭터 디자인의 퀄리티,1,11.586141868668328,5.0,Major Strength
모험 느낌,1,11.586141868668328,5.0,Major Strength
복귀유저를 위한 풍성한 보상,1,11.586141868668328,5.0,Major Strength
다양한 스토리와 콘텐츠,1,11.586141868668328,5.0,Major Strength
귀여운 쿠키와 다양한 콘텐츠,1,11.586141868668328,5.0,Major Strength
4주년 업데이트,1,11.586141868668328,5.0,Major Strength
빠른 시간 흐름,1,11.586141868668328,5.0,Major Strength
높은 스토리 퀄리티,1,11.586141868668328,5.0,Major Strength
스토리 개연성,1,11.586141868668328,5.0,Major Strength
높아지는 업데이트 퀄리티,1,11.586141868668328,5.0,Major Strength
확정 비스트 확률,1,11.586141868668328,5.0,Major Strength
풍부한 재화 수급,1,11.586141868668328,5.0,Major Strength
쿠터 400개 보상,1,11.586141868668328,5.0,Major Strength
쿠폰 사용 이벤트,1,11.586141868668328,5.0,Major Strength
무과금으로도 충분히 즐길 수 있는 시스템,1,11.586141868668328,5.0,Major Strength
독창적인 캐릭터 디자인,1,11.586141868668328,5.0,Major Strength
예언자맛 쿠키,1,11.586141868668328,5.0,Major Strength
소과금으로 즐길 수 있는 점,1,11.586141868668328,5.0,Major Strength
쿠키 이야기,1,11.586141868668328,5.0,Major Strength
쿠키런 팬들에게 적합,1,11.586141868668328,5.0,Major Strength
업데이트의 퀄리티,1,11.586141868668328,5.0,Major Strength
쿠키런 킹덤의 매력적인 캐릭터,1,11.586141868668328,5.0,Major Strength
자연스러운 대화,1,11.586141868668328,5.0,Major Strength
좋은 쿠키 확률,1,11.586141868668328,5.0,Major Strength
희뽑기에서 좋은 아이템,1,11.651461398018016,5.0,Major Strength
힐링되는 게임,1,11.651461398018016,5.0,Major Strength
전투의 짜릿함,1,11.651461398018016,5.0,Major Strength
전투력 상승이 쉬움,1,11.651461398018016,5.0,Major Strength
쿠키 커터,1,11.651461398018016,5.0,Major Strength
뽑기 모션,1,11.651461398018016,5.0,Major Strength
다양한 레전드 캐릭터,1,11.651461398018016,5.0,Major Strength
의미 있는 스토리,1,11.651461398018016,5.0,Major Strength
초보자 친화적인 리세마라 시스템,1,11.651461398018016,5.0,Major Strength
중간중간 이야기,1,11.651461398018016,5.0,Major Strength
최고의 쿠키 겜,1,11.651461398018016,5.0,Major Strength
독특한 그래픽,1,11.651461398018016,5.0,Major Strength
희귀 쿠키 제공,1,11.651461398018016,5.0,Major Strength
유튜브 공략법의 접근성,1,11.651461398018016,5.0,Major Strength
새로운 재미,1,11.651461398018016,5.0,Major Strength
예쁜 그림,1,11.651461398018016,5.0,Major Strength
보상 퍼주기,1,11.651461398018016,5.0,Major Strength
몰입감 있는 이야기,1,11.651461398018016,5.0,Major Strength
이벤트의 효과,1,11.651461398018016,5.0,Major Strength
일상적인 즐거움,1,11.651461398018016,5.0,Major Strength
전설 쿠키 잘 나옴,1,11.651461398018016,5.0,Major Strength
다른 게임을 잊게 만드는 재미,1,11.704831339519545,5.0,Major Strength
개선된 스토리,1,11.704831339519545,5.0,Major Strength
쿠키들의 매력,1,11.704831339519545,5.0,Major Strength
왕국 꾸미는 재미,1,11.704831339519545,5.0,Major Strength
김예림 성우의 목소리 연기,1,11.704831339519545,5.0,Major Strength
비스트들의 매력적인 에피소드,1,11.704831339519545,5.0,Major Strength
추천할만한 게임,1,11.704831339519545,5.0,Major Strength
재미있는 새 콘텐츠,1,11.704831339519545,5.0,Major Strength
질리지 않음,1,11.74995498210724,5.0,Major Strength
비슷한 게임이 없음,1,11.74995498210724,5.0,Major Strength
대이환 PD님의 뛰어난 게임 디자인,1,11.74995498210724,5.0,Major Strength
노력으로 해결할 수 있는 문제,1,11.74995498210724,5.0,Major Strength
확률 높음,1,11.74995498210724,5.0,Major Strength
비주얼,1,11.74995498210724,5.0,Major Strength
응원 메세지,1,11.74995498210724,5.0,Major Strength
잘생긴 비스트,1,11.789042859253017,5.0,Major Strength
쿠키가 많이 나옴,1,11.789042859253017,5.0,Major Strength
움직임의 차별성,1,11.789042859253017,5.0,Major Strength
초반 좋은 보상,1,11.789042859253017,5.0,Major Strength
성우의 다양성,1,11.789042859253017,5.0,Major Strength
재화 수급이 쉬워짐,1,11.789042859253017,5.0,Major Strength
확정적으로 얻을 수 있는 쿠키,1,11.823520810370766,5.0,Major Strength
사소한 디테일,1,11.823520810370766,5.0,Major Strength
귀여운 스토리,1,11.823520810370766,5.0,Major Strength
좋아진 점,1,11.823520810370766,5.0,Major Strength
저장 기능,1,11.823520810370766,5.0,Major Strength
복귀 유저를 위한 다양한 보상,1,11.823520810370766,5.0,Major Strength
타격감이 뛰어난 전투,1,11.823520810370766,5.0,Major Strength
다양한 서브 콘텐츠,1,11.882261989780451,5.0,Major Strength
다양한 캐릭터 업데이트,1,11.907732330104235,5.0,Major Strength
빠져드는 매력,1,11.931162771908705,5.0,Major Strength
뽑기 보상이 많음,1,11.931162771908705,5.0,Major Strength
아름다운 맵,1,11.95285597269193,5.0,Major Strength
쿠키들의 전투와 스토리,1,11.973051859453923,5.0,Major Strength
지루하지 않은 게임 진행,1,11.973051859453923,5.0,Major Strength
콜라보 쿠키,1,11.991943849837707,5.0,Major Strength
쿠키 잘 나옴,1,11.991943849837707,5.0,Major Strength
업데이트 퀄리티,1,11.991943849837707,5.0,Major Strength
감정이입되는 스토리,1,12.00969014696675,5.0,Major Strength
쿠키를 모으는 재미,1,12.026421800955456,5.0,Major Strength
다양한 쿠폰과 업데이트,1,12.042248587908608,5.0,Major Strength
나만의 왕국 꾸미기,1,12.057263379187393,5.0,Major Strength
많은 콘텐츠,1,12.057263379187393,5.0,Major Strength
다채로운 쿠키,1,12.057263379187393,5.0,Major Strength
풍부한 업데이트,1,12.057263379187393,5.0,Major Strength
친절한 가이드,1,12.09817508935413,5.0,Major Strength
계정 복구 시스템,1,12.110633320688924,5.0,Major Strength
깔끔한 애니메이션,1,12.122582908537082,5.0,Major Strength
스토리모드,1,12.145111271806677,5.0,Major Strength
모든 목소리 총집합,1,12.155756963276616,5.0,Major Strength
다양한 문제 해결,1,12.175952850038612,5.0,Major Strength
재미있는 스테이지와 토벌,1,12.185551226427458,5.0,Major Strength
신규유저를 위한 배려,1,12.185551226427458,5.0,Major Strength
신선한 업데이트,1,12.185551226427458,5.0,Major Strength
충분한 재화,1,12.194844840422395,5.0,Major Strength
무료 보상 알림,1,12.194844840422395,5.0,Major Strength
꾸미기,2,12.21921330217327,3.0,Major Strength
다양한 전투,1,12.237343135789803,5.0,Major Strength
무과금으로 즐길 수 있는 요소,1,12.237343135789803,5.0,Major Strength
재화 아끼기 팁,1,12.245149578493297,5.0,Major Strength
정상화된 게임,1,12.245149578493297,5.0,Major Strength
재미있는 아레나,1,12.260164369772083,5.0,Major Strength
다양한 미션과 콘텐츠,1,12.274446434127837,5.0,Major Strength
독창적인 애니메이션,1,12.281334381402791,5.0,Major Strength
성능 좋은 신쿠키 업데이트,1,12.294642320889832,5.0,Major Strength
쿠키 뽑기의 설렘,1,12.30107607993882,5.0,Major Strength
재밌는 스토리,1,12.319570076715529,5.0,Major Strength
다양한 쿠키와 에피소드,1,12.319570076715529,5.0,Major Strength
높은 쿠키 퀄리티,1,12.319570076715529,5.0,Major Strength
대박 스토리,1,12.32548389912177,5.0,Major Strength
스토리 구성,1,12.33128060840266,5.0,Major Strength
매 업데이트 콘텐츠 추가,1,12.33128060840266,5.0,Major Strength
모든 캐릭터 획득 가능,1,12.33128060840266,5.0,Major Strength
고유 능력,1,12.336964753078082,5.0,Major Strength
운이 좋으면 무과금으로도 충분히 가능,1,12.336964753078082,5.0,Major Strength
게임 장르에 대한 이해가 필요,1,12.336964753078082,5.0,Major Strength
각 쿠키의 목소리,1,12.353383500299518,5.0,Major Strength
친절한 튜토리얼,1,12.373933989470602,5.0,Major Strength
매일 업데이트,1,12.373933989470602,5.0,Major Strength
문제 개선,1,12.373933989470602,5.0,Major Strength
상세한 공지,1,12.373933989470602,5.0,Major Strength
추억의 요소,1,12.383692368188061,5.0,Major Strength
디자인 개선,1,12.393135904979058,5.0,Major Strength
유저 의견 반영,1,12.393135904979058,5.0,Major Strength
적당한 보상,1,12.406753441801047,5.0,Major Strength
레전드 성우,1,12.406753441801047,5.0,Major Strength
팀 구성의 재미,1,12.436261422041142,5.0,Major Strength
귀여운 그림체,1,12.451877084388741,5.0,Major Strength
전략적인 게임성,1,12.466701733242584,5.0,Major Strength
쿠폰 시스템,1,12.470293486929634,5.0,Major Strength
매력적인 캐릭터 목소리,1,12.473841703135694,5.0,Major Strength
흥미로운 판타지 스토리,1,12.497543311474521,5.0,Major Strength
다양한 재화 수급처,1,12.545441612304813,5.0,Major Strength
후한 보상,1,12.545441612304813,5.0,Major Strength
아기자기한 쿠키,1,12.556284490884208,5.0,Major Strength
왕국을 키우는 맛,1,12.566740039929204,5.0,Major Strength
간지나는 스킬,1,12.571831024821305,5.0,Major Strength
아레나와 케이크 타워,1,12.576834980055292,5.0,Major Strength
몰입도 높은 게임,1,12.584184092061955,5.0,Major Strength
다양한 쿠키 활용,1,12.584184092061955,5.0,Major Strength
풍부한 보상과 이벤트,1,12.588982957780852,5.0,Major Strength
높은 퀄리티의 에피소드,1,12.588982957780852,5.0,Major Strength
성우들의 뛰어난 연기,1,12.588982957780852,5.0,Major Strength
쿠키 조합,1,12.635124772709522,5.0,Major Strength
버그 보상,1,12.635124772709522,5.0,Major Strength
무과금으로도 쉽게 플레이,1,12.652871069838566,5.0,Major Strength
무료로 좋은 캐릭터 제공,1,12.680248415297216,5.0,Major Strength
퀘스트 보상으로 뽑기 기회,1,12.680248415297216,5.0,Major Strength
랭킹전의 경쟁 재미,1,12.693865952119205,5.0,Major Strength
쿠키 얻는 쾌감,1,12.693865952119205,5.0,Major Strength
확률이 좋은 뽑기,1,12.737082589572038,5.0,Major Strength
고퀄리티 더빙,1,12.75109120761841,5.0,Major Strength
업데이트 내용,3,12.805961799312016,4.0,Major Strength
재미있는 쿠킹,1,12.825567531959416,5.0,Major Strength
도전적인 게임 플레이,1,12.825567531959416,5.0,Major Strength
친절한 초보자 안내,1,12.841059202387235,5.0,Major Strength
퀄리티 높은 스토리 영상,1,12.841059202387235,5.0,Major Strength
좋은 스토리와 성우,1,12.852888054307547,5.0,Major Strength
다양한 미션과 스테이지,1,12.85767906555812,5.0,Major Strength
무료 영웅 쿠키,1,12.867032073740722,5.0,Major Strength
게임성,3,12.871739589590721,4.0,Major Strength
퀄리티 높은 캐릭터 성우,1,12.875201652891862,5.0,Major Strength
재미있는 월드 탐험,1,12.974461531274477,5.0,Major Strength
유입 증가,1,12.977001453959494,5.0,Major Strength
감사한 운영,1,13.036832641645855,5.0,Major Strength
자신만의 왕국 꾸미기,1,13.076756782471657,5.0,Major Strength
재화 모으기,1,13.108675544082551,5.0,Major Strength
시간 보내기 좋음,2,13.196152422706632,3.5,Major Strength
시간 때우기,2,13.196152422706632,3.5,Major Strength
노가다 요소,2,13.196152422706632,3.5,Major Strength
신규 유저 보상,4,13.208676589625355,4.75,Major Strength
보상 밸런스,1,13.305053161580233,5.0,Major Strength
사이드 퀘스트,1,13.305053161580233,5.0,Major Strength
전반적으로 좋은 게임,2,13.341336553154443,3.5,Major Strength
골드치즈,3,13.450962056676039,4.0,Major Strength
가벼운 플레이,2,13.533259534125197,3.5,Major Strength
퀄리티 높은 쿠키,1,13.619760583886709,5.0,Major Strength
스토리와 목소리의 재미,1,13.619760583886709,5.0,Major Strength
쿠키 분석을 통한 덱 구성,1,13.638692143187518,5.0,Major Strength
이벤트 달성 보상,1,13.638692143187518,5.0,Major Strength
다양한 스토리 업데이트,1,13.638692143187518,5.0,Major Strength
쉐도우 밀크 쿠키,2,14.570429922177105,4.0,Major Strength
도전적인 난이도,2,16.0,4.0,Major Strength
복귀 후 즐거움,2,16.0,4.0,Major Strength
좋은 그래픽,2,16.0,4.0,Major Strength
재미있는 광고,2,16.0,4.0,Major Strength
잘 만들어진 애니메이션,2,16.0,4.0,Major Strength
강력한 캐릭터,2,16.0,4.0,Major Strength
왕국 만들기,2,16.0,4.0,Major Strength
빠른 대처,2,16.0,4.0,Major Strength
멋진 그래픽,2,16.0,4.0,Major Strength
무과금으로도 즐길 수 있는 재미,2,16.0,4.0,Major Strength
쿠키 뽑는 맛,2,16.0,4.0,Major Strength
공정한 게임,2,16.0,4.0,Major Strength
편리한 조작,2,16.0,4.0,Major Strength
전반적인 재미,2,16.0,4.0,Major Strength
아레나 보상,2,16.0,4.0,Major Strength
새로운 캐릭터,2,16.14518413044781,4.0,Major Strength
자주 열리는 이벤트,2,16.14518413044781,4.0,Major Strength
출석 보상,2,16.14518413044781,4.0,Major Strength
간단한 조작,2,16.14518413044781,4.0,Major Strength
업데이트로 인한 재미 증가,2,16.14518413044781,4.0,Major Strength
업데이트가 자주 이루어짐,2,16.14518413044781,4.0,Major Strength
무과금으로도 충분히 즐길 수 있는 게임,2,16.14518413044781,4.0,Major Strength
잘 짜인 스토리,2,16.14518413044781,4.0,Major Strength
잘 뽑히는 캐릭터,2,16.14518413044781,4.0,Major Strength
좋은 음악,2,16.230111402459592,4.0,Major Strength
과금 없이도 즐길 수 있는 게임,2,16.230111402459592,4.0,Major Strength
게임 퀄리티,2,16.230111402459592,4.0,Major Strength
재미있는 진행,2,16.290368260895622,4.0,Major Strength
쿠키 수집,2,16.290368260895622,4.0,Major Strength
초반 보상,2,16.290368260895622,4.0,Major Strength
예상 외의 재미,2,16.290368260895622,4.0,Major Strength
좋은 뽑기 확률,2,16.290368260895622,4.0,Major Strength
자주 소통하는 운영,2,16.337107111418565,4.0,Major Strength
복귀유저 혜택,2,16.3752955329074,4.0,Major Strength
무과금으로도 즐길 수 있는 시스템,2,16.3752955329074,4.0,Major Strength
게임 플레이,2,16.37649231020558,4.0,Major Strength
시간 때우기 좋은 게임,2,16.37649231020558,4.0,Major Strength
마성의 게임,2,16.435552391343435,4.0,Major Strength
가족과 함께 즐길 수 있는 요소,2,16.46022280491918,4.0,Major Strength
예쁜 그래픽,2,16.46022280491918,4.0,Major Strength
잘 만들어진 캐릭터,2,16.482291241866378,4.0,Major Strength
난이도 조절,2,16.502254571395518,4.0,Major Strength
렉이 적음,2,16.60540693536699,4.0,Major Strength
재미있는 맵,2,16.682429253200667,4.0,Major Strength
뽑는 맛,2,16.782878916124716,4.0,Major Strength
다양한 뽑기 시스템,2,16.806438152425923,4.0,Major Strength
아름다운 그림체,2,17.024315045461954,4.0,Major Strength
그래픽,3,17.139944428068933,4.333333333333333,Major Strength
복귀 유저를 위한 혜택,2,17.55801722207742,4.0,Major Strength
접근성,3,17.585062863610986,3.3333333333333335,Major Strength
레전더리 뽑기,3,17.730246994058795,3.3333333333333335,Major Strength
신규 쿠키,5,18.20219284092334,4.0,Major Strength
전투,9,18.403856385018734,3.6666666666666665,Major Strength
다양한 맵,2,19.18033988749895,4.5,Major Strength
모험 요소,2,19.18033988749895,4.5,Major Strength
확률이 높음,2,19.18033988749895,4.5,Major Strength
레벨업 시스템,2,19.18033988749895,4.5,Major Strength
다양한 활동,2,19.18033988749895,4.5,Major Strength
다양한 기능,2,19.18033988749895,4.5,Major Strength
대규모 업데이트,2,19.18033988749895,4.5,Major Strength
쿠키 모으는 맛,2,19.18033988749895,4.5,Major Strength
푸짐한 보상,2,19.18033988749895,4.5,Major Strength
지루하지 않음,2,19.18033988749895,4.5,Major Strength
편안한 게임 플레이,2,19.18033988749895,4.5,Major Strength
좋은 서비스,2,19.18033988749895,4.5,Major Strength
높은 그래픽 퀄리티,2,19.18033988749895,4.5,Major Strength
스릴 넘치는 쿠키 뽑기,2,19.18033988749895,4.5,Major Strength
무과금으로도 즐길 수 있는 접근성,2,19.18033988749895,4.5,Major Strength
잘생긴 캐릭터 디자인,2,19.18033988749895,4.5,Major Strength
친구와 함께하는 재미,2,19.18033988749895,4.5,Major Strength
이벤트 참여,2,19.18033988749895,4.5,Major Strength
아름다운 캐릭터,2,19.18033988749895,4.5,Major Strength
다양한 에피소드,2,19.18033988749895,4.5,Major Strength
뽑기 확률이 높음,2,19.18033988749895,4.5,Major Strength
풍부한 재화 보상,2,19.18033988749895,4.5,Major Strength
훌륭한 성우 연기,2,19.18033988749895,4.5,Major Strength
캐릭터의 매력,2,19.18033988749895,4.5,Major Strength
아기자기한 디자인,2,19.18033988749895,4.5,Major Strength
적은 광고,2,19.18033988749895,4.5,Major Strength
재미있는 시스템,2,19.18033988749895,4.5,Major Strength
좋은 시스템,2,19.18033988749895,4.5,Major Strength
멋진 캐릭터,2,19.18033988749895,4.5,Major Strength
화려한 전투,2,19.325524017946762,4.5,Major Strength
좋은 경험,2,19.325524017946762,4.5,Major Strength
기분 좋은 캐릭터,2,19.325524017946762,4.5,Major Strength
신규 캐릭터,2,19.325524017946762,4.5,Major Strength
복귀 유저 보상,2,19.325524017946762,4.5,Major Strength
지속적인 발전,2,19.325524017946762,4.5,Major Strength
힐링 효과,2,19.325524017946762,4.5,Major Strength
다양한 전략,2,19.325524017946762,4.5,Major Strength
뽑기할 때의 기분,2,19.325524017946762,4.5,Major Strength
광고 없는 쾌적한 게임,2,19.325524017946762,4.5,Major Strength
성장 가능성,2,19.325524017946762,4.5,Major Strength
스타일,2,19.38324087808364,4.5,Major Strength
잘 되는 뽑기,2,19.38324087808364,4.5,Major Strength
충분한 보상,2,19.38324087808364,4.5,Major Strength
즐거운 게임 플레이,2,19.38324087808364,4.5,Major Strength
자동 전투 시스템,2,19.38324087808364,4.5,Major Strength
친구들과의 경쟁,2,19.38324087808364,4.5,Major Strength
좋은 목소리 연기,2,19.38324087808364,4.5,Major Strength
잘생긴 쉐밀이,2,19.38324087808364,4.5,Major Strength
재미있는 모험,2,19.38324087808364,4.5,Major Strength
전투 시스템,2,19.38324087808364,4.5,Major Strength
신기한 게임 메커니즘,2,19.38324087808364,4.5,Major Strength
완벽한 게임성,2,19.410451289958537,4.5,Major Strength
쉬운 플레이,2,19.50193034893486,4.5,Major Strength
신선한 콘텐츠,2,19.50193034893486,4.5,Major Strength
행복한 게임 경험,2,19.50193034893486,4.5,Major Strength
새로운 시스템,2,19.50193034893486,4.5,Major Strength
쿠키에 대한 애정,2,19.50193034893486,4.5,Major Strength
모두가 즐길 수 있는 접근성,2,19.517446998917514,4.5,Major Strength
재미있는 미니게임,2,19.52842500853145,4.5,Major Strength
다양한 캐릭터 디자인,2,19.52842500853145,4.5,Major Strength
멋진 이펙트,2,19.52842500853145,4.5,Major Strength
쿠키 획득의 재미,2,19.52842500853145,4.5,Major Strength
전투 재미,2,19.52842500853145,4.5,Major Strength
독창적인 게임 디자인,2,19.586141868668328,4.5,Major Strength
독창적인 컨셉,2,19.586141868668328,4.5,Major Strength
기대되는 업데이트,2,19.61335228054323,4.5,Major Strength
레벨업의 재미,2,19.61589227884238,4.5,Major Strength
재미있는 월드탐험,2,19.647114479382672,4.5,Major Strength
개성 넘치는 캐릭터,2,19.647114479382672,4.5,Major Strength
잘생긴 쿠키,2,19.651461398018014,4.5,Major Strength
새로운 업데이트,2,19.67360913897926,4.5,Major Strength
부드러운 조작감,2,19.67360913897926,4.5,Major Strength
현질 없이도 가능,2,19.731325999116137,4.5,Major Strength
레전더리 캐릭터,2,19.732041751394448,4.5,Major Strength
자동전투 시스템,2,19.732041751394448,4.5,Major Strength
월드탐험,2,19.758536410991038,4.5,Major Strength
만족감,2,19.761076409290194,4.5,Major Strength
스토리 진행의 재미,2,19.792298609830482,4.5,Major Strength
쉬운 성장 시스템,2,19.931162771908703,4.5,Major Strength
쉬운 성장,2,19.98677803992487,4.5,Major Strength
다양한 스테이지,2,20.05745510092077,4.5,Major Strength
성취감,2,20.171605931403267,4.5,Major Strength
재화 수급이 원활함,2,20.29464232088983,4.5,Major Strength
매력적인 업데이트,2,20.321136980486422,4.5,Major Strength
쿠키 소리,2,20.34099313972177,4.5,Major Strength
친구와의 소통,2,20.432223782124836,4.5,Major Strength
쿠키의 귀여움,2,20.432984933372556,4.5,Major Strength
퀄리티 향상,2,20.61495629458517,4.5,Major Strength
스토리의 재미,2,20.681988486848333,4.5,Major Strength
짭잘한 보상,2,20.70182478925002,4.5,Major Strength
다양한 쿠키 선택,2,21.012216204188533,4.5,Major Strength
복귀 보상,8,21.05562814011429,3.75,Major Strength
신규 콘텐츠,3,21.096808021267563,3.6666666666666665,Major Strength
향상된 퀄리티,2,21.10867554408255,4.5,Major Strength
퀄리티 높은 컷신,2,21.38324087808364,4.5,Major Strength
좋은 캐릭터,4,21.41973985613575,4.0,Major Strength
짧은 플레이 타임,3,21.426263825166224,3.6666666666666665,Major Strength
재화 획득 용이,2,21.561176063450734,4.5,Major Strength
힐링,4,21.889887605896696,4.0,User Sentiment (Emotion)
좋은 게임,3,21.981317089436956,4.0,Major Strength
비스트 뽑기,4,22.114566877199778,4.5,Major Strength
잘 만들어진 게임,2,22.360679774997898,5.0,Major Strength
광고가 없음,2,22.360679774997898,5.0,Major Strength
캐릭터 매력,2,22.360679774997898,5.0,Major Strength
몰입감 있는 게임플레이,2,22.360679774997898,5.0,Major Strength
무과금으로 즐길 수 있는 시스템,2,22.360679774997898,5.0,Major Strength
매력적인 스토리 전개,2,22.360679774997898,5.0,Major Strength
쿠키들의 목소리,2,22.360679774997898,5.0,Major Strength
개발자 응원,2,22.360679774997898,5.0,Major Strength
개꿀잼,2,22.360679774997898,5.0,Major Strength
재미있는 캐릭터들,2,22.360679774997898,5.0,Major Strength
쿠키를 얻는 재미,2,22.360679774997898,5.0,Major Strength
정말 재미있는 게임,2,22.360679774997898,5.0,Major Strength
창의적인 아이디어,2,22.360679774997898,5.0,Major Strength
현질 유도 없음,2,22.360679774997898,5.0,Major Strength
